td_x1_d,adrc_u,eso_z3,eso_z2,esf_e1_d,eso_z1_d,yaw_actual,yaw_dps,yaw_imu_d,yawenc
-171.467,-15.7131,626.108,-1.31622,-4.75839,-166.71,-166.7,0.322839,4.37366,85.2791
-171.467,-15.7205,626.473,-1.43669,-4.75714,-166.711,-166.701,-0.165442,4.37332,85.2956
-171.467,-15.729,627.021,-1.4585,-4.75574,-166.712,-166.697,-0.409583,4.3725,85.2901
-171.467,-15.7426,627.621,-1.45223,-4.7547,-166.713,-166.697,-0.409583,4.37168,85.2901
-171.467,-15.7576,628.267,-1.42191,-4.7538,-166.714,-166.697,-0.226478,4.37123,85.2956
-171.467,-15.7739,628.968,-1.36395,-4.75306,-166.714,-166.696,0.383874,4.372,85.2846
-171.467,-15.7917,629.68,-1.30116,-4.75257,-166.715,-166.696,0.68905,4.37338,85.2901
-171.467,-15.8098,630.507,-1.18011,-4.75223,-166.715,-166.694,0.200769,4.37378,85.2846
-171.467,-15.8311,631.129,-1.16913,-4.7524,-166.715,-166.699,0.56698,4.37491,85.2846
-171.467,-15.8467,631.777,-1.14465,-4.75213,-166.715,-166.698,0.139733,4.3752,85.2846
-171.467,-15.8631,632.522,-1.0697,-4.75197,-166.715,-166.696,-0.592689,4.37401,85.2846
-171.467,-15.8821,633.253,-1.00469,-4.75219,-166.714,-166.696,-0.592689,4.37282,85.2901
-171.467,-15.9007,633.978,-0.943511,-4.7525,-166.714,-166.696,0.0786982,4.37298,85.2901
-171.467,-15.9192,634.696,-0.888321,-4.75292,-166.714,-166.696,0.444909,4.37387,85.2901
-171.467,-15.9374,635.399,-0.841504,-4.75344,-166.713,-166.696,0.322839,4.37452,85.2901
-171.467,-15.9553,636.088,-0.803986,-4.75403,-166.712,-166.695,0.261804,4.37504,85.2901
-171.467,-15.9727,636.85,-0.728982,-4.75466,-166.711,-166.693,0.261804,4.37557,85.2901
-171.467,-15.9921,637.573,-0.675772,-4.75561,-166.71,-166.693,-0.409583,4.37475,85.2901
