td_x1_d,adrc_u,eso_z3,eso_z2,esf_e1_d,eso_z1_d,yaw_actual,yaw_dps,yaw_imu_d,yawenc
-1.44494,0,0,0,0,-1.44494,-1.44494,0.322863,-1.44494,104.106
-1.44442,0,0,0,0,-1.44442,-1.44442,0.261823,-1.44442,104.1
-1.44475,0,0,0,0,-1.44475,-1.44475,-0.165455,-1.44475,104.095
-1.44582,0,0,0,0,-1.44582,-1.44582,-0.531693,-1.44582,104.1
-1.44639,0,0,0,0,-1.44639,-1.44639,-0.287534,-1.44639,104.095
-1.4466,0,0,0,0,-1.4466,-1.4466,-0.104415,-1.4466,104.1
-1.44546,0,0,0,0,-1.44546,-1.44546,0.567021,-1.44546,104.1
-1.44432,0,0,0,0,-1.44432,-1.44432,0.567021,-1.44432,104.1
-1.44392,0,0,0,0,-1.44392,-1.44392,0.200783,-1.44392,104.1
-1.44548,0,0,0,0,-1.44548,-1.44548,-0.775851,-1.44548,104.1
-1.4463,0,0,0,0,-1.4463,-1.4463,-0.409613,-1.4463,104.1
-1.44663,0,0,0,0,-1.44663,-1.44663,-0.165455,-1.44663,104.1
-1.44635,0,0,0,0,-1.44635,-1.44635,0.139744,-1.44635,104.1
-1.44632,0,0,0,0,-1.44632,-1.44632,0.0176644,-1.44632,104.095
-1.44689,0,0,0,0,-1.44689,-1.44689,-0.287534,-1.44689,104.1
-1.44686,0,0,0,0,-1.44686,-1.44686,0.0176644,-1.44686,104.106
-1.44658,0,0,0,0,-1.44658,-1.44658,0.139744,-1.44658,104.1
-1.44642,0,0,0,0,-1.44642,-1.44642,0.078704,-1.44642,104.089
-1.44614,0,0,0,0,-1.44614,-1.44614,0.139744,-1.44614,104.1
-1.44659,0,0,0,0,-1.44659,-1.44659,-0.226494,-1.44659,104.1
-1.44656,0,0,0,0,-1.44656,-1.44656,0.0176644,-1.44656,104.095
-1.44652,0,0,0,0,-1.44652,-1.44652,0.0176644,-1.44652,104.1
-1.44673,0,0,0,0,-1.44673,-1.44673,-0.104415,-1.44673,104.089
-1.44645,0,0,0,0,-1.44645,-1.44645,0.139744,-1.44645,104.1
-1.44752,0,0,0,0,-1.44752,-1.44752,-0.531693,-1.44752,104.1
-1.44858,0,0,0,0,-1.44858,-1.44858,-0.531693,-1.44858,104.095
-1.44806,0,0,0,0,-1.44806,-1.44806,0.261823,-1.44806,104.1
-1.44814,0,0,0,0,-1.44814,-1.44815,-0.0433753,-1.44815,104.1
-1.44799,0,0,0,0,-1.44799,-1.44799,0.078704,-1.44799,104.1
-1.44795,0,0,0,0,-1.44795,-1.44795,0.0176644,-1.44795,104.1
-1.44779,0,0,0,0,-1.44779,-1.44779,0.078704,-1.44779,104.1
-1.44764,0,0,0,0,-1.44764,-1.44764,0.078704,-1.44764,104.1
-1.44723,0,0,0,0,-1.44723,-1.44723,0.200783,-1.44723,104.095
-1.44732,0,0,0,0,-1.44732,-1.44732,-0.0433753,-1.44732,104.1
-1.44679,0,0,0,0,-1.44679,-1.44679,0.261823,-1.44679,104.1
-1.44651,0,0,0,0,-1.44651,-1.44651,0.139744,-1.44651,104.1
-1.44709,0,0,0,0,-1.44709,-1.44709,-0.287534,-1.44709,104.1
-1.44718,0,0,0,0,-1.44718,-1.44718,-0.0433753,-1.44718,104.1
-1.44689,0,0,0,0,-1.44689,-1.4469,0.139744,-1.4469,104.095
-1.44649,0,0,0,0,-1.44649,-1.44649,0.200783,-1.44649,104.1
-1.44707,0,0,0,0,-1.44707,-1.44707,-0.287534,-1.44707,104.1
-1.44716,0,0,0,0,-1.44716,-1.44716,-0.0433753,-1.44716,104.1
-1.44712,0,0,0,0,-1.44712,-1.44712,0.0176644,-1.44712,104.1
-1.44623,0,0,0,0,-1.44623,-1.44623,0.444942,-1.44623,104.1
-1.44619,0,0,0,0,-1.44619,-1.44619,0.0176644,-1.44619,104.1
-1.44616,0,0,0,0,-1.44616,-1.44616,0.0176644,-1.44616,104.1
-1.44588,0,0,0,0,-1.44588,-1.44588,0.139744,-1.44588,104.1
-1.44609,0,0,0,0,-1.44609,-1.44609,-0.104415,-1.44609,104.106
-1.44703,0,0,0,0,-1.44703,-1.44703,-0.470653,-1.44703,104.1
-1.44761,0,0,0,0,-1.44761,-1.44761,-0.287534,-1.44761,104.1
-1.44757,0,0,0,0,-1.44757,-1.44757,0.0176644,-1.44757,104.106
-1.44778,0,0,0,0,-1.44778,-1.44778,-0.104415,-1.44778,104.106
-1.44738,0,0,0,0,-1.44738,-1.44738,0.200783,-1.44738,104.106
-1.44771,0,0,0,0,-1.44771,-1.44771,-0.165455,-1.44771,104.106
-1.44804,0,0,0,0,-1.44804,-1.44804,-0.165455,-1.44804,104.1
-1.44739,0,0,0,0,-1.44739,-1.44739,0.322863,-1.44739,104.1
-1.44687,0,0,0,0,-1.44687,-1.44687,0.261823,-1.44687,104.1
-1.44646,0,0,0,0,-1.44646,-1.44646,0.200783,-1.44646,104.095
-1.44667,0,0,0,0,-1.44667,-1.44667,-0.104415,-1.44667,104.1
-1.447,0,0,0,0,-1.447,-1.447,-0.165455,-1.447,104.1
-1.44721,0,0,0,0,-1.44721,-1.44721,-0.104415,-1.44721,104.106
-1.44693,0,0,0,0,-1.44693,-1.44693,0.139744,-1.44693,104.095
-1.44641,0,0,0,0,-1.44641,-1.44641,0.261823,-1.44641,104.1
-1.44625,0,0,0,0,-1.44625,-1.44625,0.078704,-1.44625,104.1
-1.44719,0,0,0,0,-1.44719,-1.44719,-0.470653,-1.44719,104.1
-1.44728,0,0,0,0,-1.44728,-1.44728,-0.0433753,-1.44728,104.1
-1.44688,0,0,0,0,-1.44688,-1.44688,0.200783,-1.44688,104.1
-1.44696,0,0,0,0,-1.44696,-1.44696,-0.0433753,-1.44696,104.1
-1.44791,0,0,0,0,-1.44791,-1.44791,-0.470653,-1.44791,104.095
-1.44898,0,0,0,0,-1.44898,-1.44898,-0.531693,-1.44898,104.1
-1.44931,0,0,0,0,-1.44931,-1.44931,-0.165455,-1.44931,104.1
-1.44915,0,0,0,0,-1.44915,-1.44915,0.078704,-1.44915,104.111
-1.44924,0,0,0,0,-1.44924,-1.44924,-0.0433753,-1.44924,104.1
-1.44895,0,0,0,0,-1.44895,-1.44896,0.139744,-1.44896,104.095
-1.44904,0,0,0,0,-1.44904,-1.44904,-0.0433753,-1.44904,104.1
-1.45011,0,0,0,0,-1.45011,-1.45011,-0.531693,-1.45011,104.106
-1.4502,0,0,0,0,-1.4502,-1.4502,-0.0433753,-1.4502,104.1
-1.45004,0,0,0,0,-1.45004,-1.45004,0.078704,-1.45004,104.1
-1.45012,0,0,0,0,-1.45012,-1.45013,-0.0433753,-1.45013,104.1
-1.44997,0,0,0,0,-1.44997,-1.44997,0.078704,-1.44997,104.106
-1.45067,0,0,0,0,-1.45067,-1.45067,-0.348574,-1.45067,104.1
-1.45039,0,0,0,0,-1.45039,-1.45039,0.139744,-1.45039,104.089
-1.44937,0,0,0,0,-1.44937,-1.44937,0.505982,-1.44937,104.1
-1.44921,0,0,0,0,-1.44921,-1.44921,0.078704,-1.44921,104.1
